Cieloflor,2018,11397,10115,11193,11680,11725,11280,11370,10320,11852,11143,11016,10493
Cieloflor,2019,11065,10870,11225,10050,10606,11032,11418,10176,10981,11944,11270,10824
Cieloflor,2020,10462,10518,10488,11556,10572,10897,10020,10709,10518,11602,10667,11088
Cieloflor,2021,11731,10265,11882,11664,10626,11429,10255,10058,10782,11663,10381,10737
Cieloflor,2022,11857,11113,10659,10469,11755,10830,11788,10327,11583,11726,10712,10974
Cieloflor,2023,11861,10435,10055,10531,10016,10897,11919,11174,10922,11741,11001,11082
Cieloflor,2024,10721,11520,11279,11998,11156,11941,11968,10254,11333,10593,10077,11144
Bosquemonte,2015,10641,11135,10390,11696,10835,11828,10247,10561,11467,10723,10935,11334
Bosquemonte,2016,10355,11982,11540,10227,11557,11638,10703,11421,11935,11987,10813,10141
Bosquemonte,2017,10511,10746,11521,11076,10747,11698,11900,11228,10128,10840,11797,11654
Bosquemonte,2018,10773,11801,10121,10363,11168,10225,10093,11123,11835,11090,10545,11801
Bosquemonte,2019,11054,10933,11134,10760,11473,11777,11038,10120,11781,10200,11529,10509
Bosquemonte,2020,10742,11460,10720,10088,11070,10623,11347,10729,11448,10739,10060,10135
Bosquemonte,2021,10454,11330,10615,11396,10651,11440,10762,11774,10760,10603,11383,10421
Bosquemonte,2022,10870,11863,10283,10945,11032,10287,11067,11371,10631,11198,10448,11749
Bosquemonte,2023,11592,11794,10289,11007,11970,10957,10962,11706,10424,11260,11042,10332
Bosquemonte,2024,11202,11522,10002,11263,10164,10427,11383,10106,10244,11368,10359,11133
